CGId,CGCode,College Name,District ID,Pincode,Address
10990,"AK866","A.N.A INSTITUTE OF PHARMACEUTICAL SCIENCES & RESEARCH,BAREILLY [AK866]",13,243501,"13.5 km Bareilly - Delhi road, near rubber factory agras road ,Bareilly"
11212,"AK486","A.N.A.COLLEGE OF ENGINEERING & MANAGEMENT,BAREILLY [AK486]",13,243501,"13.5 Km. NH-24, Bareilly-Delhi Highway, Near Rubber Factory, Bareilly"
10794,"AK602","AASHLAR BUSINESS SCHOOL,MATHURA [AK602]",54,281122,"MAHUAN NH-2 ,NEAR TOLL PLAZA ,FARAH ,MATHURA"
12483,"AK1193","ABES BUSINESS SCHOOL [AK1193]",31,201009,"Ghaziabad-201009"
11169,"AK32","ABES ENGG.COLLEGE,GHAZIABAD [AK32]",31,201009,"Campus 1, 19th KM Stone, NH-24, Ghaziabad-201009, U.P."
10617,"AK290","ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD [AK290]",31,201009,"NH-24, 19TH KM STONE, VIJAY NAGAR, GHAZIABAD- 201009"
10738,"AK913","ABESIT COLLEGE OF PHARMACY , GHAZIABAD [AK913]",31,201009,"19 KM Stone NH-24 Vijay Nagar Ghaziabad"
10584,"AK643","ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS,ALLAHABAD [AK643]",3,212208,"366 Sallahpur, Akbarpur, Bamrauli, G.T. Road, Allahabad"
12468,"AK1126","ABHISHEK PHARMACY COLLEGE,CHANDAULI [AK1126]",21,232104,"Chandauli"
10618,"AK1036","ABSS INSTITUTE OF TECHNOLOGY , MEERUT [AK1036]",56,250001,"Salarpur, Mawana Road, Meerut - 250001"
11170,"AK312","ABSS INSTITUTE OF TECHNOLOGY, MEERUT,MEERUT [AK312]",56,250001,"Salarpur, Mawana Road, Meerut - 250001"
10816,"AK986","ACCURATE COLLEGE OF PHARMACY , GAUTAM BUDDHA NAGAR [AK986]",30,201310,"49, KNOWLEDGE PARK-III, GREATER NOIDA"
11035,"AK686","ACCURATE INSTITUTE OF ADVANCE MANAGEMENT,GAUTAM BUDDH NAGAR [AK686]",30,201301,"Plot No.- 49, Knowledge Park-III, Greater Noida"
10849,"AK805","ACCURATE INSTITUTE OF ARCHITECTURE & PLANNING,GAUTAM BUDDH NAGAR [AK805]",30,201306,"Plot No.- 49, Knowledge Park-III, Greater Noida"
11036,"AK225","ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR [AK225]",30,201306,"Plot No.- 49, Knowledge Park-III, Greater Noida"
11171,"AK799","ACE COLLEGE OF ENGINEERING & MANAGEMENT,AGRA [AK799]",1,283202,"17 KM STONE, AGRA-KANPUR ROAD, NH-2 ETMADPUR, AGRA 283202"
10910,"AK41","ACHARYA NARENDRA DEV COLLEGE OF PHARMACY,GONDA [AK41]",33,271313,"Bhabhnan, Gonda - 271313"
11098,"AK952","ACME INSTITUTE OF PHARMACY , BAREILLY [AK952]",13,243001,"NH-24 VILL MEGI NAGLA P.O. RAJAU"
10850,"AK339","ACN COLLEGE OF ENGINEERING & MANAGEMENT STUDIES,ALIGARH [AK339]",2,202002,"Aligarh"
10739,"AK1052","ADESH COLLEGE OF PHARMACY , PILIBHIT [AK1052]",62,262203,"NARAYANPUR , BISALPUR, PILIBHIT PIN 262203"
11247,"AK796","ADHUNIK COLLEGE OF ENGG.,GHAZIABAD [AK796]",31,201206,"9th Mile Stone, Delhi Meerut Road, Duhai, GHaziabad, Uttar Pradesh (201206)"
11037,"AK797","ADHUNIK INSTITUTE OF PRODUCTIVITY MANAGEMENT & RESEARCH,GHAZIABAD [AK797]",31,201206,"9 Km from New Ghaziabad Metro Station, NH-58, Delhi Meerut Road, Duhai, GHaziabad, Uttar Pradesh PIN-201206"
10938,"AK1015","ADVANCE COLLEGE OF EDUCATION , KANPUR NAGAR [AK1015]",44,209217,"355-NARAMAU KACHHAR, G.T. ROAD, KANPUR"
11099,"AK188","ADVANCED INSTITUTE OF BIO-TECH & PARAMEDICAL SCIENCES,KANPUR [AK188]",44,209217,"366, NARAMAU, G.T. ROAD (OPP. ALIMCO) KANPUR - 209217"
12491,"AK697","AGRA PUBLIC COLLEGE OF TECHNOLOGY & MANAGEMENT,AGRA [AK697]",1,282007,""
11303,"AK6","AGRA PUBLIC INSTITUTE OF TECH. & COMPUTER EDUCATION,AGRA [AK6]",1,282007,"Heera lal ki pyau, Artoni,Agra - 282007"
10709,"AK27","AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD [AK27]",31,201009,"AKGEC Campus, 27th KM Milestone, Delhi-Meerut Expressway, Ghaziabad, Uttar Pradesh - 201009"
11100,"AK820","AJAY KUMAR GARG INSTITUTE OF MANAGEMENT,GHAZIABAD [AK820]",31,201009,"27th Km Stone,  NH-24, Delhi-Hapur Road, Ghaziabad - 201009"
10939,"AK175","AL BARKAT INSTITUTE OF MANAGEMENT STUDIES,ALIGARH [AK175]",2,202122,"Near Jamalpur Railway Crossing, Post CDF, Manzoorgarhi, Anoopshahr Road, Aligarh"
11248,"AK109","ALIGARH COLLEGE OF ENGG. & TECH,ALIGARH [AK109]",2,202001,"3 KM FROM SASNI GATE, AT ALIGARH-MATHURA ROAD, Aligarh - 202001"
11038,"AK234","ALIGARH COLLEGE OF PHARMACY,ALIGARH [AK234]",2,202001,"3 KM FROM SASNI GATE, AT ALIGARH-MATHURA ROAD, Aligarh - 202001"
10817,"AK1131","ALLENHOUSE INSTITUTE OF MANAGEMENT,KANPUR NAGAR [AK1131]",44,,"176, KULGAON ROAD, ROOMA"
10818,"AK505","ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR [AK505]",44,208008,"Kanpur - 208008"
10710,"AK815","AMANI GROUP OF INSTITUTIONS,AMROHA [AK815]",40,244221,"Amani Group of Institutions, Amani Knowledge Park , Bijnor - Dehradun Road, Amroha - 244221 ( Uttar Pradesh)"
11022,"AK541","AMARDEEP COLLEGE OF ENGINEERING & MANAGEMENT,FIROZABAD [AK541]",29,283203,"Firozabad"
11132,"AK981","AMARDEEP COLLEGE OF PHARMACY , FIROZABAD [AK981]",29,283203,"Jalesar Road, Distt - Firozabad"
10819,"AK363","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW [AK363]",49,226301,"Maurawa Road, Mohanlalganj, Lucknow Uttar Pradesh 226301"
10851,"AK1018","AMBEKESHWAR INSTITUTE OF PHARMACEUTICAL SCIENCES , LUCKNOW [AK1018]",49,,"CHANDRIKA DEVI MARG, kathwara lucknow"
11101,"AK687","ANA COLLEGE OF MANAGEMENT STUDIES,BAREILLY [AK687]",13,243501,"13.5 Km. NH-24, Bareily-Delhi Highway, Near Rubber Factory-Bareilly-243501 (UP)"
10649,"AK798","ANAND COLLEGE OF ARCHITECTURE,AGRA [AK798]",1,282007,"18 KM Milestone, Agra - Mathura National Highway No. 2, Keetham, Agra- 282007"
11249,"AK244","ANAND COLLEGE OF PHARMACY,AGRA [AK244]",1,282007,"Agra-282007"
10619,"AK1","ANAND-ENGG.COLLEGE,AGRA [AK1]",1,282007,"18 KM Milestone, Agra - Mathura National Highway No. 2, Keetham, Agra- 282007"
10740,"AK324","ANJALI COLLEGE OF PHARMACY & SCIENCE,AGRA [AK324]",1,283202,"Agra-firozabad road, N.H.-2, Etamadpur,, Agra"
10741,"AK1129","ANJUMAN A ASHRAF PHARMACY COLLEGE,JYOTIBA PHULE NAGAR [AK1129]",40,,"VILL SIHALI JAGIR, TEHSIL HASANPUR, DISTT AMROHA"
10683,"AK1022","ANKERITE COLLEGE OF PHARMACY , LUCKNOW [AK1022]",49,,"VILLAGE : PARVAR PURAB, TEH: MOHANLALGANJ, LUCKNOW"
11250,"AK748","ANSAL TECHNICAL CAMPUS,LUCKNOW [AK748]",49,226030,"SECTOR C, POCKET-9, SUSHANT GOLF CITY, SHAHEED PATH, LUCKNOW"
11276,"AK88","APEEJAY INSTITUTE  OF TECHNOLOGY SCHOOL OF ARCHITECTURE AND PLANNING,GAUTAM BUDDH NAGAR [AK88]",30,201310,"Plot No. 1, Institutional Area, Knowledge Park-I, Surajpur Kasna Road, PO: Alpha 1st, (Oppsite of Jagat Farm Market), Greater NOIDA, Gautam Buddh Nagar, U.P. 201310"
10911,"AK904","APEX INSTITUTE OF PHARMACY,MIRZAPUR [AK904]",57,231304,"NH-7, Varanasi Mirzapur Highway, Samaspur, Chunar, Mirzapur -231304"
10684,"AK280","APEX INSTITUTE OF TECHNOLOGY,RAMPUR [AK280]",66,244923,"Vill & PO Kaushalganj, Tehsil - Bilaspur, District - Rampur (UP)"
11213,"AK353","APOLLO INSTITUTE OF TECHNOLOGY,KANPUR [AK353]",44,209402,"Apollo Knowledge Park,Village-Sarsaul,Block-Sarsaul,Kanpur Allahabad Highway,Kanpur (U.P.)-Pincode-209401"
10912,"AK903","APS COLLEGE OF EDUCATION,MEERUT [AK903]",56,250342,"VILLAGE JULHEDA, BHOONI CHOWK, SARDHANA-BINAULI ROAD, TEHSIL-SARDHANA, MEERUT (UP)"
11277,"AK817","AR INSTITUTE OF MANAGEMENT & TECHNOLOGY,MEERUT [AK817]",56,250001,"SALARPUR-JALALPUR, PO RAJPURA, MAWANA ROAD, MEERUT"
10685,"AK1091","ARK COLLEGE OF PHARMACY,KAUSHAMBI [AK1091]",46,212214,"RAKSARAI SARAI AKIL KAUSHAMBI"
10940,"AK956","ARYA COLLEGE OF PHARMACY , BAREILLY [AK956]",13,262406,"NAWABGANJ BAREILLY"
11133,"AK396","ARYAKUL COLEGE OF MANAGEMENT,LUCKNOW [AK396]",49,226002,"NATKUR PO CHANDRAWAL GAURI BIJNOUR ROAD"
11039,"AK316","ARYAKUL COLLEGE OF PHARMACY & RESEARCH ,,LUCKNOW [AK316]",49,226002,"NATKUR PO CHANDRAWAL GAURI BIJNOUR ROAD"
12466,"AK1084","ARYAKUL COLLEGE OF PHARMACY & RESEARCH RAEBARELI , RAE BARELI [AK1084]",65,273163,""
12467,"AK1085","ARYAKUL COLLEGE OF PHARMACY & RESEARCH SITAPUR , SITAPUR [AK1085]",71,261303,"Sitapur
"
10941,"AK412","ARYAN INSTITUTE OF TECHNOLOGY,GHAZIABAD [AK412]",61,201205,"13th Km Stone, NH-24, Jindal Nagar, Ghaziabad"
11172,"AK983","ASHA PHARMACY COLLEGE , VARANASI [AK983]",75,,"VILL- KUSMURA, POST BARAGOAN, DIST- VARANASI- PINCODE- 221204"
11023,"AK1143","ASHOK SINGH PHARMACY COLLEGE,JAUNPUR [AK1143]",38,,"MAHAROOPUR JAUNPUR, U.P. PIN CODE- 222180"
10711,"AK641","ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI [AK641]",75,221007,"Ashoka Engineering Chauraha, Paharia, Sarnath, Varanasi"
11134,"AK865","AUROUS INSTITUTE OF MANAGEMENT,BARABANKI [AK865]",12,225003,"180 MOHAMMADPUR CHOWKI, PO SAFEDABAD, BARABANKI"
11069,"AK1086","AVADH COLLEGE OF PHARMACY , BARABANKI [AK1086]",12,,"NINDURA, TEHSIL FATEHPUR, BARABANKI"
10880,"AK722","AXIS BUSINES SCHOOL,KANPUR [AK722]",44,208001,"Axis Knowledge City, Rooma (NH-2, Kanpur - Allahabad Highway, Milestone#489),  Kanpur"
11214,"AK721","AXIS INSTITUTE OF ARCHITECTURE,KANPUR [AK721]",44,208001,"Axis Knowledge City,  Hathipur, Rooma, NH-2 ,Milestone-478, Kanpur (U.P.)"
10712,"AK720","AXIS INSTITUTE OF FASHION TECHNOLOGY,KANPUR [AK720]",44,208001,"Axis Knowledge City, Rooma (NH-2, Kanpur - Allahabad Highway, Milestone#489),  Kanpur-208001"
10768,"AK1137","AXIS INSTITUTE OF PHARMACY,KANPUR NAGAR [AK1137]",44,,"VILL-SALEMPUR POST-MAHARAJPUR"
11070,"AK723","AXIS INSTITUTE OF PLANNING & MANAGEMENT,KANPUR [AK723]",44,208001,"Axis Knowledge City, Rooma (NH-2, Kanpur - Allahabad Highway, Milestone#489),  Kanpur"
11040,"AK719","AXIS INSTITUTE OF TECHNOLOGY & MANAGEMENT,KANPUR [AK719]",44,208001,"Axis Knowledge City, Rooma (NH-2, Kanpur - Allahabad Highway, Milestone#489),  Kanpur - 208001"
10881,"AK53","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW [AK53]",49,226002,"Azadpur, Adjacent CRPF Camp, Chandrawal, Bijnour, Lucknow - 226002"
10795,"AK197","AZAD INSTITUTE OF PHARMACY & RESEARCH,LUCKNOW [AK197]",49,226002,"Azadpur, adjecent CRPF colony, Chandrawal, Bijnor, Lucknow-226002"
10882,"AK919","B N COLLEGE OF PHARMACY , LUCKNOW [AK919]",49,226201,"NH24  SITAPUR ROAD  BAKSHI KA TALAB  LUCKNOW"
10650,"AK1116","B. M. S. COLLEGE OF PHARMACY,AMETHI [AK1116]",20,229309,"VILLAGE- NASRATPUR TILOI, POST & TEHSIL- TILOI, DISTRICT- AMETHI"
10585,"AK927","B. N. PHARMACY COLLEGE  , AZAMGARH [AK927]",6,,"RAMPUR JAHANAGANJ AZAMGARH"
11041,"AK54","B.B.D NATIONAL INSTITUTE OF TECH. & MANAGEMENT,LUCKNOW [AK54]",49,226028,"Sector-I, Dr. Akhilesh Das Nagar, Faizabad Road, Lucknow - 226028"
10883,"AK295","B.B.S. INSTITUTE OF PHARMECUTICAL & ALLIED SCIENCE,,GAUTAM BUDDH NAGAR [AK295]",30,201306,"Plot No. 33, Knowledge Park-III, Greater Noida"
11278,"AK138","B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD [AK138]",3,211013,"Allahabad-211013"
10991,"AK431","B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW [AK431]",49,226201,"NH-24, SITAPUR ROAD, BAKSHI KA TALAB, LUCKNOW PIN-226201 U.P."
10992,"AK65","B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA [AK65]",54,281004,"Mathura - 281004"
10884,"AK1093","BABA INSTITUTE OF PHARMACY,MUZAFFARNAGAR [AK1093]",59,,"VILL - BHAMAWARI, PHULPUR, TEHSIL - SADAR, DISTT - MUZAFFARNAGAR"
10713,"AK1001","BABA RAMDAL SURAJDEV PHARMACY COLLEGE , BALLIA [AK1001]",9,,"VILL – PATNA, POST – KANSO, TEHSIL – RASRA, DISTT – BALLIA (U.P.)"
12475,"AK1179","BABA VISHWANATH COLLEGE OF PHARMACY [AK1179]",26,224204,""
10820,"AK508","BABU BANARASI DAS  ENGINEERING,COLLEGE,LUCKNOW [AK508]",49,226026,"Sector-III, Dr. Akhilesh Das Nagar, Faizabad Road,Lucknow 226028"
11173,"AK56","BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,LUCKNOW [AK56]",49,226028,"Sector-II, Dr. Akhilesh Das Nagar, Faizabad Road, Lucknow - 226028"
10769,"AK35","BABU BANARSI DAS INSTITUTE OF TECH.,GHAZIABAD [AK35]",31,201206,"Ghaziabad"
42994,"AK1203","BABU RAM CHANDRA SINGH COLLEGE OF PHARMACY, Ayodhya [AK1203]",26,224118,"Ayodhya"
11174,"AK925","BABU SATIRAM JAIKARAN SMARAK PHARMACY COLLEGE  , AZAMGARH [AK925]",6,276129,"KAZIPUR, CHIRAIYAKOT, DISTT - AZAMGARH (U.P.)"
10620,"AK1111","BABU SUNDER SINGH COLLEGE OF PHARMACY,LUCKNOW [AK1111]",49,226302,"NH-24 B RAEBARELY ROAD NIGOHAN LUCKNOW"
10913,"AK648","BABU SUNDER SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW [AK648]",49,226302,"Lucknow"
10821,"AK1025","BABU YUGRAJ SINGH PHARMACY COLLEGE , LUCKNOW [AK1025]",49,226010,"BAGHAMAU, SECTOR-6, GOMTI NAGAR VISTAR, LUCKNOW"
11175,"AK422","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW [AK422]",49,226021,"NH-24, Sitapur Road, Behind Sewa Hospital, Lucknow, Uttar Pradesh 226201"
11279,"AK584","BANSHI COLLEGE OF MANAGEMENT & TECHNOLOGY,KANPUR [AK584]",44,209201,"Mohmmadpur, Bithoor, Kanpur Nagar"
10714,"AK877","BBDIT COLLEGE OF PHARMACY,GHAZIABAD [AK877]",31,201206,"7TH km STONE, NH-58, NEAR DUHAI, DELHI-MEERUT ROAD, GHAZIABAD"
10586,"AK254","BHABHA INSTITUTE OF TECHNOLOGY,KANPUR DEHAT [AK254]",43,209204,"Aunhan Sheoli, KANPUR DEHAT, 209204"
10715,"AK219","BHAGAWANT INSTITUTE OF PHARMACY,MUZAFFARNAGAR [AK219]",59,251315,"Muzaffarnagar"
10686,"AK1017","BHAGWAN AADINATH COLLEGE OF PHARMACY  , LALITPUR [AK1017]",48,,"MANGUAN ROAD"
12495,"AK924","BHAGWAN ADARSH PHARMACY COLLEGE , AZAMGARH [AK924]",6,276128,""
11304,"AK943","BHAGWAN SINGH INSTITUTE OF PHARMACY , JALAUN [AK943]",37,,"VILLAGE-AJANARI POST-ORAI BLOCK-DAKORE POLICE STATION-ORAI "
10687,"AK836","BHAGWANT INSTITUTE OF TECHNOLOGY,GHAZIABAD [AK836]",61,201302,"BHAGWANT INSTITUTE OF TECHNOLOGY, NH-24, OPP. JINDAL PIPE LTD., JINDAL NAGAR, GHAZIABAD"
10587,"AK84","BHAGWANT INSTITUTE OF TECHNOLOGY,MUZAFFARNAGAR [AK84]",59,251315,"Muzaffarnagar -251315"
10716,"AK936","BHAGWATI COLLEGE OF PHARMACY , BAGHPAT [AK936]",7,,"NAI MANDI BARAUT"
10885,"AK414","BHAGWATI INSTITUTE OF TECHNOLOGY & SCIENCE,GHAZIABAD [AK414]",31,201302,"Ghaziabad"
11135,"AK398","BHALCHNDRA INSTITUTE OF EDUCATION & MANAGEMENT,LUCKNOW [AK398]",49,227107,"Lucknow ( Chandoiya ,Post Kakori  11 Km Hardoi Road Lucknow)"
10621,"AK128","BHARAT INSTITUTE OF TECHNOLOGY,MEERUT [AK128]",56,250103,"Meerut"
10914,"AK271","BHARAT INSTITUTE OF TECHNOLOGY(MBA INSTITUTE),MEERUT [AK271]",56,250103,"Meerut"
10622,"AK1011","BHARTIYA PHARMACY COLLEGE , JYOTIBA PHULE NAGAR [AK1011]",40,244235,"KUDEANA NEAR BRIJGHAT GAJRAULA DISTRICT AMROHA"
10717,"AK743","BHAVDIYA INSTITUTE OF BUSINESS MANAGEMENT,FAIZABAD [AK743]",26,224126,"Sevar,Sahawal,Faizabad"
10623,"AK851","BHAVDIYA INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,FAIZABAD [AK851]",26,224126,"NH-28, Faizabad-Lucknow Highway, Village-Sewar, Post-Badagaon, Th-Sohawal, Dist Faizabad (U.P.)-224126"
11102,"AK682","BIMT COLLEGE,MEERUT [AK682]",56,250005,"BIMT College, Kamalpur, Garh Road Meerut"
11215,"AK567","BORA INSTITUTE OF MANAGEMENT SCIENCE,LUCKNOW [AK567]",49,226201,"NH-24 Near Sewa Hospital,Sitapur Road,Lucknow - 226201"
11305,"AK972","BPS EDUCATIONAL INSTITUTION OF PHARMACY , ETAH [AK972]",24,,"VIDYA VIHAR, NEAR MANDI SAMITI, ETAH"
10942,"AK671","BRAHMANAND GROUP OF INSTITUTIONS,BULANDSHAHAR [AK671]",19,203001,"195, Khurja G.T. Road, Post - Agriculture, District  - Bulandshahr (NCR) 203001 Uttar Pradesh INDIA"
11103,"AK806","BRAHMANAND INSTITUTE OF RESEARCH  TECHNOLOGY & MANAGEMENT,BULANDSHAHAR [AK806]",19,203131,"Mohhmod Karimpur Dhakar Khabra Road ,Khurja Bulandshahr"
12477,"AK1182","BSA COLLEGE OF ENGINEERING & TECHNOLOGY [AK1182]",54,281004,"Mathura"
28567,"ak1212","BUDDHA INSTITUTE OF MANAGEMENT [ak1212]",34,273209,"GORAKHPUR"
10688,"AK932","BUDDHA INSTITUTE OF PHARMACY , GORAKHPUR [AK932]",34,,"CL-1, Sector-7, Badgahan, GIDA, Gorakhpur 273209"
10770,"AK525","BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR [AK525]",34,273209,"Gorakhpur"
19596,"043","BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI [043]",39,284128,"NH-25, Bundelkh, Jhansi, Uttar Pradesh 284128"
11104,"AK812","CBS COLLEGE OF MANAGEMENT,AGRA [AK812]",1,282006,"Poiya Hathras Road Agra"
10651,"AK441","CENTRAL INSTITUTE OF MANAGEMENT  & TECHNOLOGY,LUCKNOW [AK441]",49,226013,"Lucknow"
10718,"AK189","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW [AK189]",49,226008,"B-27 Amausi Industrial Area Nadarganj"
12494,"AK858","CENTRE FOR ADVANCE STUDIES,LUCKNOW [AK858]",49,226031,""
12480,"AK1189","CENTRE FOR MANAGEMENT DEVELOPMENT [AK1189]",31,201204,""
10719,"AK874","CH. CHARAN SINGH COLLEGE OF PHARMACY,GAUTAM BUDDHA NAGAR [AK874]",30,203209,"PLOT NO. 102, JAUNCHANA, POST -MAHMADPUR JADON, TEHSIL- JEWAR, THANA- RABUPURA, NEAR - GREATER NOIDA ,DISTT- GAUTAM BUDH NAGAR, (UP), PIN CODE 203209"
10943,"AK710","CH. HARCHAND SINGH COLLEGE OF MANAGEMENT,BULANDSHAHAR [AK710]",19,243001,"Bulandshahr"
10588,"AK974","CH. SUGHAR SINGH PHARMACY COLLEGE  , ETAWAH [AK974]",25,206245,"Rail Mandi, Jaswantnagar Etawah"
11042,"AK552","CHANDRA SHEKHAR SINGH COLLEGE OF PHARMACY,KAUSHAMBI [AK552]",46,212213,"G.T Road Koilaha, Puramufti, Kaushambi"
10944,"AK547","CHAUDHARY BEERI SINGH COLLEGE OF ENGINEERING & MANAGEMENT,AGRA [AK547]",1,282006,"Agra"
10720,"AK1119","CHAUDHARY COLLEGE OF PHARMACY,AMBEDKAR NAGAR [AK1119]",4,,"VILLAGE & POST- BHEETI, TEHSIL- BHEETI, DISTRICT- AMBEDKAR NAGAR"
10915,"AK1136","CHAUDHARY INSTITUTE OF PHARMACEUTICAL SCIENCE,KHERI [AK1136]",47,262722,"VILL & POST SHERPUR ,DHAURAHRA ,LAKHIMPUR KHERI"
10796,"AK680","CITY COLLEGE OF MANAGEMENT & TECHNOLOGY,LUCKNOW [AK680]",49,226024,"Lucknow"
10852,"AK939","CITY COLLEGE OF PHARMACY , BARABANKI [AK939]",12,225412,"Vill - Lakshbar Bajha, Pratapganj, Barabanki"
11306,"AK942","CITY SCHOOL OF PHARMACY , BARABANKI [AK942]",12,,"VILL LAKSHBAR BAJHA PRATAPGANJ BARABANKI"
23632,"942","City School of Pharmacy [942]",12,225412,"Lakshbar bajha Pratapganj, Barabanki"
10652,"AK394","COLLEGE OF BUSINESS STUDIES,AGRA [AK394]",1,282007,"Agra"
11071,"AK70","COLLEGE OF ENGG. &  RURAL TECHNOLOGY,MEERUT [AK70]",56,250103,"NH-58 BYE-PASS ROAD PARTAURMeerut -250103"
10886,"AK196","COLLEGE OF ENGINEERING SCIENCE & TECHNOLOGY,LUCKNOW [AK196]",49,226301,"Lucknow - 226002"
11072,"AK50","COLLEGE OF MANAGEMENT STUDIES,KANPUR [AK50]",44,208001,"Kanpur - 208001."
11176,"AK988","COLLEGE OF PHARMACY JSS ACADEMY OF TECHNICAL EDUCATION , GAUTAM BUDDHA NAGAR [AK988]",30,201301,"C-1/A, SECTOR - 62, NOIDA - 201301"
11105,"AK243","COLLEGE OF PHARMACY,AGRA [AK243]",1,282009,"Jakhoda , Agra"
10624,"AK998","CROSS BELLY COLLEGE OF PHARMACY , AZAMGARH [AK998]",6,276406,"VILLAGE- KUKURIPUR, POST- SATHIOAN"
10887,"AK576","CSM GROUP OF INSTITUTIONS,FACULTY OF MANAGEMENT,ALLAHABAD [AK576]",3,212110,"8th MILE STONE REWA ROAD, NEAR YAMUNA DWAR, OPPOSITE RELIANCE PETROL PUMP,  IRADATGANJ, PRAYAGRAJ"
11106,"AK878","D. J. COLLEGE OF PHARMACY,GHAZIABAD [AK878]",31,250884,"AJIT MAHAL, NIWARI ROAD, MODINAGAR"
10888,"AK1003","D. R. COLLEGE OF PHARMACY , HAPUR [AK1003]",61,245205,"KHASARA NO. 1470/2, VILLAGE DOTAI, TEHSIL - GARHMUKTESHWAR, DIST- HAPUR, (U.P.)"
19570,"331","D.S. INSTITUTE OF TECHNOLOGY AND MANAGEMENT, MEERUT [331]",56,201017,"meerut "
11216,"AK828","DAYAL GROUP OF INSTITUTIONS,LUCKNOW [AK828]",49,226002,"Bakkas Sultanpur Road Lucknow U.P. India"
11136,"AK48","DAYANAND ACADEMY OF  MANAGEMENT STUDIES,KANPUR [AK48]",44,208006,"Kanpur-208006"
10689,"AK307","DAYANAND DEENA NATH COLLEGE OF MANAGEMENT ,,KANPUR [AK307]",44,209214,"Kanpur"
10853,"AK246","DAYANAND DEENANATH COLLEGE, INSTITUTE OF PHARMACY,KANPUR [AK246]",44,209214,"Kanpur,209-214"
11137,"AK789","DAYANNAD VIDYAPEETH EDUCATION,MEERUT [AK789]",56,250104,"Vill Shoulda Garh Road, Meerut"
10945,"AK1109","DDM COLLEGE OF PHARMACY,KAUSHAMBI [AK1109]",46,,"BIDANPUR GT ROAD KAKODHA KAUSHAMBI 212201"
11073,"AK311","DEEWAN V.S. INSTITUTE OF ENGINEERING & TECHNOLOGY, MEERUT,MEERUT [AK311]",56,250103,"Meerut"
10653,"AK498","DELHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT [AK498]",56,250005,"5th KM Stone, Partapur By-Pass Road, Ghat Institutional Area, NH-58, Meerut"
10889,"AK1034","DEPARTMENT OF PHARMACY MEERUT INSTITUTE OF TECHNOLOGY , MEERUT [AK1034]",56,250103,"NH-58, BARAL PARTAPUR, BYPASS ROAD, MEERUT-250103. (U.P.)"
11307,"AK1054","DEV BHOOMI COLLEGE OF PHARMACY , SAHARANPUR [AK1054]",67,,"VILLAGE BERI JAMAPUR AHETMAL, POST BALIAKHERI"
10993,"AK621","DEV BHOOMI GROUP OF INSTITUTIONS  FACULTY OF MANAGEMENT,SAHARANPUR [AK621]",67,247001,"7 Km. Milestone Dabki Road  Village Beri Jamapur  Ahtemal Via Civil Hospital  Xing Saharanpur U.P. 247001"
10946,"AK586","DEV BHOOMI GROUP OF INSTITUTIONS, FACULTY OF COMPUTER APPLICATION,SAHARANPUR [AK586]",67,247001,"7 Km. Milestone Dabki Road  Village Beri Jamapur  Ahtemal Via Civil Hospital  Xing Saharanpur U.P. 247001"
10742,"AK502","DEV BHOOMI GROUP OF INSTITUTIONS,SAHARANPUR [AK502]",67,247001,"7 Km. Milestone Dabki Road  Village Beri Jamapur  Ahtemal Via Civil Hospital  Xing Saharanpur U.P. 247001"
10721,"AK1105","DEV INDRAWATI COLLEGE OF PHARMACY,AMBEDKAR NAGAR [AK1105]",4,224190,"ARKHAPUR, TEHSIL- TANDA, DISTRICT- AMBEDKAR NAGAR"
11138,"AK1070","DEV KUMAR RAJARAM PHARMACY SHIKSHAN SANSTHAN , SITAPUR [AK1070]",71,261303,"VILLAGE JAJAUR GARHI, POST AMBERPUR, PARGANA MANWA, TEHSIL SIDHAULI, DISTRICT SITAPUR, 261303"
10589,"AK688","DEV PRAYAG INSTITUTE OF MANAGEMENT,ALLAHABAD [AK688]",3,211013,"Devprayag Knowledge Campus, Phaphamau, Allahabad"
