CGId,CGCode,College Name,District ID,Pincode,Address
10807,"AK1014","RADHA KRISHNA COLLEGE OF PHARMACY , KANPUR NAGAR [AK1014]",44,,"MEHARBAN SINGH KA PURVA, KANPUR NAGAR, U.P. 208021"
11323,"AK860","RAHUL SANKRITYAYAN COLLEGE OF PHARMACY,AZAMGARH [AK860]",6,276121,"VILL-JAIGAHA, POST- SHEKHUPUR, BLOCK-BILARIYAGANJ, TEHSIL-SAGADI, DIST- AZAMGARH, U.P 276121"
38177,"1264 AKTU","RAJ KALI DEVI PHARMACY COLLEGE, RAEBARELI [1264 AKTU]",65,229307,"RAEBARELI"
10870,"AK309","RAJ KUMAR GOEL ENGINEERING COLLEGE,GHAZIABAD [AK309]",61,245304,"40 km stone, NH 24, Delhi-Hapur Road, Pilkhuwa,  245304"
10700,"AK333","RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY &  MANAGEMENT,GHAZIABAD [AK333]",31,201003,"5 km stone Delhi Meerut Road Ghaziabad - 201003"
10808,"AK33","RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD [AK33]",31,201003,"5th KM Stone, Delhi Meerut Road, Ghaziabad - 201003 U.P."
11324,"AK747","RAJ SCHOOL OF MANAGEMENT & SCIENCES,VARANASI [AK747]",75,221006,"Sisva-Babatpur,Pindra,Varansi"
11160,"AK4","RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA [AK4]",1,283105,"Raja Balwant Singh Engineering Technical Campus, Bichpuri, Agra -283105"
11055,"AK5","RAJA BALWANT SINGH MANAGEMENT TECHNICAL CAMPUS,AGRA [AK5]",1,282002,"Khandari Farm, Agra-282002"
10809,"AK167","RAJARSHI RANANJAY SINGH COLLEGE OF PHARMACY,SULTANPUR [AK167]",73,227404,"Amethi (U.P.) Pin-227405"
10608,"AK383","RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR [AK383]",73,227405,"Amethi, Sultanpur"
10673,"AK66","RAJEEV ACADEMY FOR PHARMACY,MATHURA [AK66]",54,248003,"Mathura - 281001"
11007,"AK173","RAJEEV ACADEMY FOR TECHNOLOGY & MANAGEMENT,MATHURA [AK173]",54,281001,"Mathura, 281001 U.P."
10674,"AK235","RAJEEV GANDHI COLLEGE OF PHARMACY,MAHARAJGANJ [AK235]",51,273164,"Nautanwa, Maharajganj"
11269,"AK535","RAJENDRA PRASAD COLLEGE OF MANAGEMENT,AZAMGARH [AK535]",6,223221,"Azamgarh - 223221"
35530,"ak1213","Rajkiya Engineering college ,Basti [ak1213]",14,272002,"Bast"
36819,"AK1216","RAJKIYA ENGINEERING COLLEGE PRATAPGARH [AK1216]",64,230127,"PRATAPGARH"
35550,"AK1214","Rajkiya Engineering college, Gonda [AK1214]",33,271002,"Gonda"
35515,"AK1215","Rajkiya Engineering college, Mirzapur [AK1215]",57,231206,"Mirzapur"
11238,"AK737","RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR [AK737]",4,224122,"Ambedkar Nagar"
11239,"AK736","RAJKIYA ENGINEERING COLLEGE,AZAMGARH [AK736]",6,276201,"Village :Akbalpur, Post : Deogaon, Azamgarh (U.P.) Pin - 276201"
10842,"AK734","RAJKIYA ENGINEERING COLLEGE,BANDA [AK734]",11,210201,"Rajkiya Engineering College, Banda, Banda Chitrakoot Road, Atarra, Banda 210201"
11008,"AK735","RAJKIYA ENGINEERING COLLEGE,BIJNOR [AK735]",17,246725,"Bijnor"
10756,"AK839","RAJKIYA ENGINEERING COLLEGE,KANNAUJ [AK839]",42,209732,"RAJKIYA ENGINEERING COLLEGE KANNAUJ"
10637,"AK840","RAJKIYA ENGINEERING COLLEGE,MAINPURI [AK840]",53,205119,"Rajkiya Engineering College, Agra Road Kharra Mainpuri, Uttar Pradesh - 205119"
11294,"AK841","RAJKIYA ENGINEERING COLLEGE,SONEBHADRA [AK841]",72,231206,"Rajkiya Engineering College, Churk, Sonbhadra, Uttar Pradesh 231206."
10638,"AK479","RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY [AK479]",13,243122,"Bareilly"
10639,"AK169","RAKSHAPAL BAHADUR COLLEGE OF PHARMACY,BAREILLY [AK169]",13,243001,"Near ITBP, Bukhara Turn, Buduan Road, Bareilly (U.P.) Pin 243001"
10871,"AK211","RAKSHAPAL BAHADUR MANAGEMENT INSTITUTE,GAUTAM BUDDH NAGAR [AK211]",30,201308,"Plot No-4, Knowledge Park-3 Greater Noida - 201308"
10640,"AK319","RAKSHPAL BAHADUR COLLEGE OF ENGINEERING & TECHNOLOGY,BAREILLY [AK319]",13,243001,"Near ITBP, Bukhara Turn, Buduan Road, Bareilly (U.P.) Pin 243001"
10781,"AK16","RAKSHPAL BAHADUR MANAGEMENT INSTITUTE,BAREILLY [AK16]",13,243001,"Near ITBP, Bukhara Turn, Buduan Road, Bareilly (U.P.) Pin 243001"
11240,"AK117","RAM CHAMELI CHADDHA VISHWASH GIRL COLLEGE,GHAZIABAD [AK117]",31,201003,"C22 Meerut Road Ghaziabad"
10641,"AK93","RAM EESH INSTITUTE OF VOCATIONAL AND TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR [AK93]",30,201310,"3, Knowledge Park-I, Kasna Road, Greater Noida, Gautam Budha Nagar-201310, UP"
11196,"AK940","RAM NAGINA PHARMACY COLLEGE , SONBHADRA [AK940]",72,231208,"VILLAGE- MAJHAULI, POST- JHAROKALAN (RENUKOOT DUDDHI ROAD)"
10642,"AK1006","RAM SINGH COLLEGE OF PHARMACY   , FIROZABAD [AK1006]",29,,"NAGLA SIKANDAR, TUNDLA -ETAH ROAD ,FIROZABAD"
10643,"AK1069","RAMA INSTITUTE OF HIGHER EDUCATION , Bijnor [AK1069]",17,,"Najibabad Road, Kiratpur  Distt:- Bijnor (U. P.)"
10782,"AK920","RAMDENI SINGH JAGDISH SINGH MEMORIAL SAMITI , AZAMGARH [AK920]",6,276122,"VILLAGE BAGHAWAR POST TAHIRPUR DISTRICT AZAMGARH"
11032,"AK203","RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW [AK203]",49,227202,"Lucknow - 227202"
10835,"AK358","RAMESHWARAM INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW [AK358]",49,227202,"Lucknow - 227202"
19412,"1185","RBS MAHAVIDYALAYA [1185]",38,222125,"GADDOPUR JAUNPUR"
12492,"AK765","REMOTE SENSING APPLICATION CENTRE,LUCKNOW [AK765]",49,226021,""
12464,"AK1051","RIDDHI SIDDHI INSTITUTE OF PHARMACY , LUCKNOW [AK1051]",49,226301,""
10965,"AK374","RISHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT [AK374]",56,250103,"Meerut"
11295,"AK1088","RISHI RAM NARESH COLLEGE OF PHARMACY,MAU [AK1088]",55,,"MOLANAPUR (AMMA) DUBARI - MAU"
11161,"AK1094","RIYA INTERNATIONAL COLLEGE KALIYANPUR G T ROAD ALIGARH ,ALIGARH [AK1094]",2,,"VILLAGE KALIYANPUR POST KHERA NARAYAN SINGH ALIGARH "
10757,"AK914","RJ COLLEGE OF PHARMACY , ALIGARH [AK914]",2,,"VILLAGE RAIPUR TEHSIL KHAIR DISTRICT ALIGARH"
28288,"AK1195","ROOTS INSTITUTE OF PROFESSIONAL EDUCATION [AK1195]",17,246701,"5.5 KM MILE STONE, GRAM, BIJNOR"
28287,"AK967","ROOTS INSTITUTE OF PROFESSIONAL EDUCATION [AK967]",17,246701,"5.5 KM MILE STONE, GRAM, BIJNOR"
11296,"AK410","RSD ACADEMY, COLLEGE OF MANAGEMENT & TECHNOLOGY,MORADABAD [AK410]",58,244001,"Moradabad"
10783,"AK1039","RUDRA COLLEGE OF PHARMACY , MEERUT [AK1039]",56,250401,"VILLAGE MAWANA KHURD"
10872,"AK732","RUDRA GROUP OF INSTITUTIONS,MEERUT [AK732]",56,250401,"NH-119, MAWANA KHURD MEERUT (U.P)"
38433,"AK1241","RUMA INSTITUTE OF PHARMACY, Pratapgarh [AK1241]",64,230502,"PRATAPGARH"
11325,"AK533","RV NORTHLAND INSTITUE OF MANAGEMENT,GAUTAM BUDDH NAGAR [AK533]",30,203207,"Greater Noida,"
12465,"AK1078","S B S L D COLLEGE OF PHARMACY , ETAH [AK1078]",24,207250,""
11056,"AK145","S R GROUP OF INSTITUTIONS (COLLEGE OF SCIENCE AND ENGINEERING),JHANSI [AK145]",39,284419,"Jhansi"
38430,"AK1194","S R M S INTERNATIONAL BUSINESS SCHOOL, Unnao [AK1194]",74,209859,"Unnao"
10873,"AK1160","S. B. S. DADDU JI COLLEGE OF PHARMACY [AK1160]",27,,"VILLAGE- BHULANPUR CHIRPURA , POST- BHOJPUR , FARRUKHABAD  U.P"
10971,"AK1135","S. J. INSTITUTE OF PHARMACY,KANPUR NAGAR [AK1135]",44,209214,"RAMAIPUR KANPUR NAGAR"
10972,"AK923","S. K. MISHRA COLLEGE OF PHARMACY , AZAMGARH [AK923]",6,,"VILLAGE- BALPUR, POST- SARAIPALTU"
10784,"AK1019","S. N. COLLEGE OF PHARMACY , JAUNPUR [AK1019]",38,,"VILL -BABUPUR, TEHSIL SADAR, DISTRICT: JAUNPUR, PIN : 222132, UTTAR PRADESH"
11009,"AK85","S.D. COLLEGE OF MANAGEMENT STUDIES,MUZAFFARNAGAR [AK85]",59,251001,"Muzaffarnagar - 251001"
10758,"AK83","S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR [AK83]",59,251001,"Muzaffarnagar, UP - 251001"
11197,"AK136","S.D.COLLEGE OF PHARMACY AND VOCATIONAL STUDIES,MUZAFFARNAGAR [AK136]",59,251001,"Bhopa road, Muzaffarnagar - 251001"
10874,"AK993","S.G.M. INSTITUTE OF PHARMACY , GHAZIPUR [AK993]",32,233300,"VILLAGE AND POST- SAHERI"
11198,"AK945","S.N.A. INSTITUTE OF PHARMACY , BARABANKI [AK945]",12,,"Ranapur Haidergarh Barabanki"
10966,"AK966","S.P. COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH , BIJNOR [AK966]",17,246725,"VILLAGE SUHNIPUR, TEHSIL CHANDPUR DISTRICT BIJNOR U.P."
10759,"AK364","S.P.MEMORIAL INSTITUTE OF TECHNOLOGY,KAUSHAMBI [AK364]",46,212213,"SPMIT,G.T.Road, Bhiti, Mahgaon Kaushambi/Allahabad, U.P. INDIA"
10785,"AK867","S.R. INSTITUTE OF PHARMACY,BAREILLY [AK867]",13,243001,"MAIKPUR, BHUTA-FARIDPUR ROAD, BHUTA, BAREILLY"
11199,"AK485","S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW [AK485]",49,226201,"NH 24 Sitapur Road Bakshi Ka Talab, Lucknow - 226201"
11091,"AK922","S.S.S. COLLEGE OF PHARMACY , AZAMGARH [AK922]",6,,"VILLAGE- KHORRAMPUR POST- BELAUN"
10786,"AK126","SACHDEVA INSTITUTE OF TECHNOLOGY,MATHURA [AK126]",54,281122,"Mathura - 281122"
10875,"AK134","SACRED HEART INSTITUTE OF MANAGAMENT & TECHNOLOGY,SITAPUR [AK134]",71,261001,"Naipalapur, Sitapur-261001"
11162,"AK941","SAGAR COLLEGE OF PHARMACY  , BARABANKI [AK941]",12,225001,"NH28 LUCKNOW FAIZABAD BY PASS NEAR RASAULI "
11057,"AK301","SAGAR INSTITUTE OF TECHNOLOGY & MANAGEMENT, DEPTT OF PHARMACY,,BARABANKI [AK301]",12,225001,"Barabanki"
11010,"AK141","SAGAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,BARABANKI [AK141]",12,225001,"Barabanki-225001 U.P., India"
11011,"AK636","SAHARANPUR INSTITUTE OF ADVANCE STUDIES,SAHARANPUR [AK636]",67,247001,"PURANI CHNGI SAHARANPUR"
10973,"AK854","SAHARANPUR PHARMACY COLLEGE,SAHARANPUR [AK854]",59,247129,"Vill - Sansarpur, Block - Muzaffarabad, Tehsil - Behat"
10974,"AK910","SAI MEER COLLEGE OF PHARMACY , KANNAUJ [AK910]",42,,"Farrukhabad Road Chhibramau, Kannauj (U.P.) 209721"
11200,"AK1132","SAINATH COLLEGE OF PHARMACY,SONBHADRA [AK1132]",72,,"VILLAGE HINDUWARI ROBERTSGANJ, HINDUWARI, SONEBHADRA, UTTAR PRADESH,231216"
10675,"AK1117","SAINIK PHARMACY COLLEGE,PRAYAGRAJ [AK1117]",3,,"MAI DEVKALI, HANUMANGANJ, PRAYAGRAJ"
11241,"AK1110","SAKSHI COLLEGE OF PHARMACY,KANPUR NAGAR [AK1110]",44,,"309, BAIKUNTHPUR, BITHOOR ROAD, KALYANPUR, KANPUR, UTTAR PRADESH - 208017"
11326,"AK954","SAMAHI COLLEGE OF PHARMACY  , AURAIYA [AK954]",5,,"LAKHANAPUR DIBIYAPUR AURAIYA 206244"
11058,"AK1122","SAMARPAN COLLEGE OF PHARMACY,LUCKNOW [AK1122]",49,,"1056 - Jainabad , Goyala (Chinhat) Dewa Road, Lucknow - 227105"
11327,"AK1041","SAMARTH INSTITUTE FOR EDUCATION AND TECHNOLOGY  , MEERUT [AK1041]",56,,"VILLAAGE- NEK BAGHPAT ROAD , MEERUT"
10609,"AK248","SAMS INSTITUTE OF HOTEL MANAGEMENT,VARANASI [AK248]",75,221003,"Varanasi-221003"
11270,"AK267","SANJAY COLLEGE OF PHARMACY,MATHURA [AK267]",54,281406,"NH#2, Mathura Delhi road, Chaumuhan, Mathura"
10760,"AK826","SANSKAR COLLEGE  OF ARCHITECTURE & PLANNING,GHAZIABAD [AK826]",31,201302,"NH - 24, Near Masuri Canal, Opp. Jindal Pipes Ltd., Ghaziabad"
11059,"AK215","SANSKAR COLLEGE OF ENGINEERING & TECHNOLOGY,GHAZIABAD [AK215]",61,201302,"NH-24 Opp Jindal Pipes Ltd., Jindal Nagar Ghaziabad UP 201302"
10843,"AK625","SANSKAR COLLEGE OF MANAGEMENT & COMPUTER APPLICATION,ALLAHABAD [AK625]",3,221507,"Kaserua Kala, Sahson, Allahabad - 221507"
11297,"AK846","SANSKAR COLLEGE OF PHARMACY & RESEARCH, GHAZIABAD [AK846]",61,201302,"NH-24 Opp. Jindal Pipes Ltd, Jindal Nagar, Ghaziabad, Uttar Pradesh 201302"
10967,"AK888","SANSKRITI COLLEGE OF HIGHER EDUCATION AND STUDIES,KANPUR DEHAT [AK888]",43,209111,"Vill & Post : Bhognipur, Distt. Kanpur Dehat-209111"
12472,"AK1167","SANT BHEEKHADAS NAKCHHED TIWARI PHARMACY COLLEGE [AK1167]",26,224153,""
10933,"AK861","SARAS COLLEGE OF PHARMACY,BAGHPAT [AK861]",7,0,"Meerut-Karnal Highway, Village- Sarora, District- Baghpat"
11033,"AK1080","SARASWATHI COLLEGE OF PHARMACY , GHAZIABAD [AK1080]",31,245304,"NH-24, ANWARPUR PILKHUWA HAPUR"
10876,"AK384","SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI [AK384]",75,221006,"Varanasi (384)"
11060,"AK442","SARDAR BHAGAT SINGH COLLEGE OF TECHNOLOGY & MANAGEMENT,LUCKNOW [AK442]",49,226101,"Lucknow"
10761,"AK1071","SARDAR PATEL COLLEGE OF PHARMACY , GORAKHPUR [AK1071]",34,273013,"VILLAGE- BANGAI, POST- JHUNGIYA BAZAR, NEAR GULHARIHA THANA, MEDICAL COLLEGE ROAD, GORAKHPUR, UTTAR PRADESH-273013"
10701,"AK529","SAROJ  INSTITUTE OF  MANAGEMENT & TECHNOLOGY,LUCKNOW [AK529]",49,226501,"Lucknow"
10810,"AK123","SAROJ INSTITUTE OF TECH. & MANAGEMENT,LUCKNOW [AK123]",49,226002,"Lucknow - 226002"
10702,"AK300","SARSWATI HIGHIER EDUCATION & TECHNICAL COLLEGE OF PHARMACY,,VARANASI [AK300]",75,221210,"Varanasi"
11201,"AK330","SARSWATI INSTITUTE OF ENGINEERING & TECHNOLOGY,GHAZIABAD [AK330]",61,245304,"NH-24, Pilakhuwa, Hapur-245304 (U.P.)"
11202,"AK911","SARVODHYA ADARSH PHARMACY COLLEGE  , AGRA [AK911]",1,,"C-123, INDUSTRIAL ESTATE SIKANDARA, DISTT - AGRA"
11203,"AK881","SATYADEO COLLEGE OF PHARMACY,GHAZIPUR [AK881]",32,233001,"VILLAGE- BORSIYA, POST- FADANPUR, GHAZIPUR"
11012,"AK790","SCHOOL OF BUSINESS MANAGEMENT & TECHNOLOGY,BULANDSHAHAR [AK790]",19,203001,"School of Business Management & Technology (SBMT), NH-91, Khurja Road, Bulandshahr-203001"
10676,"AK423","SCHOOL OF MANAGEMENT SCIENCES,LUCKNOW [AK423]",49,226501,"Lucknow"
10703,"AK106","SCHOOL OF MANAGEMENT SCIENCES,VARANASI [AK106]",75,221011,"Khushipur, P.O. Bachhaon, Varanasi - 221011"
11163,"AK1090","SCPM COLLEGE OF PHARMACY,GONDA [AK1090]",33,273003,"Lucknow Road, Haripur, Gonda. U.P.-271003"
12474,"AK1170","SD COLLEGE OF SDCIENCE (PHARMACY) [AK1170]",2,NULL,""
10975,"AK1021","SEIKO COLLEGE OF PHARMACY , LUCKNOW [AK1021]",49,,"VILLAGE- NARAINPUR NEAR HARAUNI RAILWAY STATION"
10877,"AK1074","SETH BADRI PRASAD SMARITI MAHAVIDHALAYA DEPARTMENT OF PHARMACY , JALAUN [AK1074]",37,,"MAHESHPUR ROAD   KONCH"
10610,"AK345","SETH VISHAMBHAR NATH INSTITUTE OF ENGG. & TECHNOLOGY,BARABANKI [AK345]",12,225003,"Safedabad, Lucknow-Barabanki Road-225003"
11204,"AK862","SETH VISHAMBHAR NATH INSTITUTE OF PHARMACEUTICAL SCIENCES,BARABANKI [AK862]",12,225301,"Khajoor Gaon at Lucknow Dewa Road District- Barabanki"
11127,"AK863","SETH VISHAMBHAR NATH INSTITUTE OF PHARMACY,BARABANKI [AK863]",12,225301,"Khajoor Gaon at Lucknow Dewa Road"
11242,"AK261","SHAKTI COLLEGE OF PHARMACY,BALRAMPUR [AK261]",10,271201,"Balrampur - 271201"
10934,"AK977","SHAKUNTALA DEVI COLLEGE OF PHARMACY , FARRUKHABAD [AK977]",27,,"KAKYOLI NAWABGANJ FATEHGARH DISTT FARRUKHABAD UP PIN CODE 207501"
11092,"AK162","SHAMBHU NATH INSTITUTE OF ENGG. & TECHNOLGY,ALLAHABAD [AK162]",3,211012,"Allahabad"
10976,"AK241","SHAMBHU NATH INSTITUTE OF PHARMACY,ALLAHABAD [AK241]",3,211012,"Allahabad"
11034,"AK727","SHAMBHUNATH INSTITUTE OF MANAGEMENT,ALLAHABAD [AK727]",3,211012,"Allahabad"
10844,"AK370","SHANTI INSTITUTE OF TECHNOLOGY,MEERUT [AK370]",56,250501,"Meerut"
10762,"AK557","SHANTI NIKETAN TRUST'S GROUP OF INSTITUTIONA,FACULTY OF MANAGEMENT,MEERUT [AK557]",56,250205,"Meerut, Mohiuddinpur - 201205"
11164,"AK1037","SHARDA COLLEGE OF PHARMACY , MEERUT [AK1037]",56,250004,"GARH ROAD"
11328,"AK61","SHERWOOD COLLEGE  OF MANAGEMENT,LUCKNOW [AK61]",49,226016,"Lucknow 226016"
19569,"281","SHERWOOD COLLEGE OF ENG. RESEARCH & TECH. BARABANKI [281]",12,225003,"Barabanki"
10611,"AK281","SHERWOOD COLLEGE OF ENGINEERING RESEARCH & TECHNOLOGY,,BARABANKI [AK281]",12,225003,"Barabanki"
10977,"AK269","SHERWOOD COLLEGE OF PHARMACY,BARABANKI [AK269]",12,225001,"Barabanki, UP"
10878,"AK969","SHIKHAR INSTITUTE OF PHARMACY , BUDAUN [AK969]",18,,"kadar chowk road , shekhupur near kendriya vidhyala sheikhupur"
10978,"AK873","SHIV BALI SINGH GROUP OF EDUCATIONAL AND TRAINING INSTITUTE COLLEGE OF PHARMACY,FATEHPUR [AK873]",28,212664,"VILLAGE-ETRAURA,PILKHANI,POST OFFICE-MALWAN,TEHSIL-BINDKI,DISTRICT-FATEHPUR(U.P.)212664"
10845,"AK7","SHIVDAN SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,ALIGARH [AK7]",2,202001,"Aligarh-202001"
11205,"AK536","SHREE JI BABA INSTITUE OF PROFESSIONAL STUDIES,MATHURA [AK536]",54,284001,"Mathura  "
11243,"AK1048","SHREE JI INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH , MORADABAD [AK1048]",58,,"SIKARPUR SARAI ROAD, BICHOLA DHOOKI, BILARI"
11206,"AK1061","SHREE KRISHNA COLLEGE OF PHARMACY , SITAPUR [AK1061]",71,,"Plot No-94 Ahmad Nagar , Vii & Post : , Naipalapur , Kasraila Road Sitapur"
10677,"AK1083","SHREE SATYA COLLEGE OF HIGHER EDUCATION , MORADABAD [AK1083]",58,244102,"PALLUPURA (LODHIPUR RAJPUT) DELHI ROAD POST PAKBARA"
11093,"AK614","SHREE SATYA INSTITUTE OF MANAGEMENT,MORADABAD [AK614]",58,244102,"Lodhipur Rajput, Pakbara, Moradabad"
11128,"AK1031","SHRI BABULAL COLLEGE OF PHARMACY , MATHURA [AK1031]",54,281502,"BARSANA ROAD, GOVERDHAN"
12489,"AK581","SHRI GIRAIRAJ MAHARAJ INSTITUTE OF MANAGEMENT,MATHURA [AK581]",54,281005,""
10612,"AK13","SHRI GOPICHAND COLLEGE OF  PHARMACY,BAGPAT [AK13]",7,250609,"Ahera-Baghpat.U.P. 250609"
10811,"AK205","SHRI HARISH CHANDRA POST GRADUATE COLLEGE, INSTITUTE OF PHARMACY,VARANASI [AK205]",75,221002,"Harish Chandra P.G. College,  Varanasi - 221002"
10644,"AK475","SHRI JEET RAM SMARAK INSTITUTE OF ENGINEERING & TECHNOLOGY,BAREILLY [AK475]",13,243122,"Khata,Rithora  Bareilly"
10645,"AK929","SHRI KASHI CHANDRADEV YADAV PHARMCY COLLEGE , AZAMGARH [AK929]",6,,"VILLAGE & POST BAMHAUR, DISTRICT AZAMGARH"
11061,"AK488","SHRI NATH JI INSTITUTE FOR TECHNICAL EDUCATION,MEERUT [AK488]",56,250103,"Meerut"
11062,"AK994","SHRI RAJENDAR SINGH COLLEGE OF PHARMACY , HARDOI [AK994]",36,,"POST TODARPUR"
11271,"AK122","SHRI RAM  SWAROOP MEMORIAL COLLEGE OF ENGG. &  MANAGEMENT,LUCKNOW [AK122]",49,226028,"Tewariganj Faizabad Road Lucknow - 227105"
10979,"AK1026","SHRI RAM COLLEGE OF PHARMACY , MUZAFFARNAGAR [AK1026]",59,,"Parikrama Marg, Muzaffarnagar"
10846,"AK1128","SHRI RAM LAKHAN SINGH SHIKSHAN SANSTHAN,JAUNPUR [AK1128]",38,222175," NAKAHARA KHANDEV"
10787,"AK1002","SHRI RAMESHWAR COLLEGE OF PHARMACY , HAPUR [AK1002]",61,,"VILL-KANDOLA,TEH-DHAULANA,DISTT-HAPUR"
11063,"AK14","SHRI RAMMURTI SMARAK COLLEGE OF ENGG AND TECHNOLOGY,BAREILLY [AK14]",13,243202,"Ram Murti Puram, 13 Km. Bareilly-Nainital Road, Bareilly-243202"
11165,"AK1154","SHRI RATAN SINGH COLLEGE OF PHARMACY,SHAHJAHANPUR [AK1154]",68,,"99 101 133 BHUDA MAINARI POWAYAN"
10968,"AK855","SHRI RAWATPURA SARKAR INSTITUTE OF PHARMACY,JHANSI [AK855]",39,284002,"Near Bhojla Unnano Balaji Road, Aari Dist. Jhansi"
11298,"AK1123","SHRI SAI COLLEGE OF PHARMACY,PRAYAGRAJ [AK1123]",3,,"UPARDAHA, HANDIA, PRAYAGARJ - 221502"
10678,"AK1059","SHRI SANTAN PAL SINGH PHARMACY COLLEGE , SHAHJAHANPUR [AK1059]",68,242221,"VILLAGE MIRJAPUR JALALABAD"
11094,"AK912","SHRI SIDDHI VINAYAK COLLEGE OF PHARMACY , AGRA [AK912]",1,283101,"RAIBHA, BICHPURI- ACHHNERA ROAD, AGRA"
11064,"AK703","SHRI SIDDHI VINAYAK INSTITUTE OF MANAGEMENT,BAREILLY [AK703]",13,243002,"Bareilly"
10704,"AK474","SHRI SIDHI VINAYAK INSTITUTE OF TECHNOLOGY,BAREILLY [AK474]",13,243002,"10th K.M Bareilly Nanital Road , Dohna Peetamrai , Bareilly"
11166,"AK1016","SHRI VISHNU BHAGWAN COLLEGE OF PHARMACY , KASGANJ [AK1016]",45,207123,"MALLAH NAGAR, BARELY ROAD, SORON, KASHGANJ, U.P."
10788,"AK1138","SHRI VISHWANATH COLLEGE OF PHARMACY,SULTANPUR [AK1138]",73,,"VILL & POST- KALAN"
11272,"AK1013","SIGNA COLLEGE OF PHARMACY , KANPUR NAGAR [AK1013]",44,,"406 DHARMANGADPUR NEAR SACHENI THANA KANPUR  209304"
10789,"AK265","SIR MADAN LAL INSTITUTE OF MANAGEMENT,ETAWAH [AK265]",25,206001,"Etawah UP"
10812,"AK764","SMT. FULEHRA SMARAK COLLEGE OF PHARMACY,BALLIA [AK764]",9,221712,"Kamtailla, Rasra-Ballia"
11299,"AK168","SMT. VIDYAWATI COLELGE OF PHARMACY,JHANSI [AK168]",39,284121,"Jhansi Up- 284121"
11329,"AK1100","SPECTRUM HI PHARMACY COLLEGE,SULTANPUR [AK1100]",73,228151,"VILLAGE-JAMOLI PURE SHIVDAYAL, POST - KUREBHAR, DISTRICT-SULTANPUR"
11273,"AK323","SPECTRUM INSTITUTE OF PHARMACEUTICAL SCIENCE & RESEARCH,GAUTAM BUDDH NAGAR [AK323]",30,201306,"G.Noida"
10679,"AK387","SR GROUP OF INSTITUTIONS (COLLEGE OF PHARMACY),JHANSI [AK387]",39,284419,"Jhansi"
10790,"AK715","SR GROUP OF INSTITUTIONS(COLLEGE OF ENGINEERING MANAGEMENT & TECHNOLOGY),JHANSI [AK715]",39,284419,"Jhansi"
19430,"595","SRAJAN INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY [595]",13,243501,"Rehpura Road, Fatehganj Bareilly"
10705,"AK1145","SRAJAN INSTITUTE OF PHARMACY,KHERI [AK1145]",47,262725,"VIIL- DHAKHAWA, PARGANA- KHERI"
10836,"AK1079","SRAM COLLEGE OF PHARMACY , FIROZABAD [AK1079]",29,283103,"NEAR TOLL TAX NH-2 TUNDLA"
12462,"AK1028","SRC PHARMACY COLLEGE , MATHURA [AK1028]",54,281123,""
10813,"AK236","SRI MADAN LAL INSTITUTE OF PHARMACY,ETAWAH [AK236]",25,206001,"Etawah - 206001"
10935,"AK249","SRI RAM COLLEGE OF MANAGEMENT,MUZAFFARNAGAR [AK249]",59,251001,"Muzaffarnagar"
10847,"AK1076","SRI RAM GOPAL COLLEGE OF PHARMACY , AGRA [AK1076]",1,,"PATSAL FATEHPUR SIKRI"
11013,"AK695","SRI RAM GROUP OF COLLEGES,MUZAFFARNAGAR [AK695]",59,251001,"Muzaffarnagar"
11095,"AK450","SRI RAMMURTI SMARAK  COLLEGE OF ENGINEERING  TECHNOLOGY & RESEARCH,BAREILLY [AK450]",13,243202,"Ram Murti Puram, 13th K.M. Bareilly Nainital Road, Prahladpur, Abhaipur, Bhojipura"
10980,"AK745","SRI RAMMURTI SMARAK COLLEGE OF ENGINEERING & TECHNOLOGY,UNNAO [AK745]",74,209859,"35 Km ,Lucknow-Kanpur Highway ,Village-Kushari, Tahsil-Hassangang Distt. Unnao-209859"
28277,"AK1171","SRI SAI RR INSTITUTE OF PHARMACY [AK1171]",2,202001,"ALIGARH"
11129,"AK899","SRI SHARDA INSTITUTE OF MANAGEMENT AND TECHNOLOGY,LUCKNOW [AK899]",49,227125,"Plot No-677, Chandsarai, Gosaiganj, Lucknow"
